,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
56810,Fall,900757,2020-2021,51610,193658.0,Hybrid,Required for all students,97543.25,1,1.0
56811,Fall,900759,2020-2021,51610,2531.0,Online Only,Required for all students,97543.25,1,1.0
56814,Fall,900655,2020-2021,47013,5218.0,Hybrid,Pending,4125.25,1,0.9166666666666666
56816,Fall,900655,2020-2021,51023,5218.0,Hybrid,Pending,1780.888888888889,1,0.8333333333333334
56863,Fall,900641,2020-2021,51640,1346.0,Online Only,Required for all students,1401.5,1,1.0
56911,Fall,900708,2020-2021,51097,622.0,Hybrid,Required for all students,622.0,1,1.0
56912,Fall,900735,2020-2021,51099,4447.0,Online Only,Unknown,4447.75,1,1.0
56969,Fall,900696,2020-2021,51125,1954.0,Online Only,Unknown,1929.625,1,1.0
57036,Fall,900710,2020-2021,51115,1109.0,Hybrid,Unknown,1120.25,1,1.0
57038,Fall,900711,2020-2021,6103,4805.0,Hybrid,Required for all students,1828.648148148148,1,0.8440366972477065
57047,Fall,900738,2020-2021,51193,1725.0,Online Only,Required for all students,1100.0,1,0.875
57068,Fall,900698,2020-2021,29127,3689.0,Hybrid,Required for all students,1781.046511627907,1,0.8260869565217391
57088,Fall,900695,2020-2021,51735,2186.0,Hybrid,Required for all students,2186.0,1,1.0
57109,Fall,900660,2020-2021,51750,1655.0,Hybrid,Required for all students,1636.25,1,1.0
57183,Fall,900680,2020-2021,45081,1261.0,Hybrid,Required for all students,1824.5,1,0.875
57185,Fall,900680,2020-2021,51119,1261.0,Hybrid,Required for all students,1824.5,1,0.875
57194,Fall,900687,2020-2021,31073,5653.0,Hybrid,Pending,5761.4,1,0.8285714285714286
57241,Fall,900802,2020-2021,41007,11480.0,Online Only,Required for all students,2066.4761904761904,1,0.8095238095238095
57306,Fall,900745,2020-2021,51840,14143.0,Online Only,Required for all students,3537.1363636363635,1,0.8181818181818182
57308,Fall,900745,2020-2021,21049,14143.0,Online Only,Required for all students,3537.1363636363635,1,0.8181818181818182
57309,Fall,900745,2020-2021,47051,14143.0,Online Only,Required for all students,3537.1363636363635,1,0.8181818181818182
57319,Fall,900745,2020-2021,5043,14143.0,Online Only,Required for all students,2624.403846153846,1,0.8269230769230769
57320,Fall,900744,2020-2021,51840,4214.0,Online Only,Pending,3537.1363636363635,1,0.8181818181818182
57322,Fall,900744,2020-2021,21049,4214.0,Online Only,Pending,3537.1363636363635,1,0.8181818181818182
57323,Fall,900744,2020-2021,47051,4214.0,Online Only,Pending,3537.1363636363635,1,0.8181818181818182
57333,Fall,900744,2020-2021,5043,4214.0,Online Only,Pending,2624.403846153846,1,0.8269230769230769
57695,Fall,903136,2020-2021,54011,1624.0,Hybrid,Required for all students,4423.785714285715,1,0.8214285714285714
57698,Fall,903136,2020-2021,21223,1624.0,Hybrid,Required for all students,5595.986842105263,1,0.8026315789473685
57703,Fall,903136,2020-2021,37033,1624.0,Hybrid,Required for all students,5009.805555555556,1,0.8888888888888888
57704,Fall,903136,2020-2021,38019,1624.0,Hybrid,Required for all students,3280.109375,1,0.875
57708,Fall,903087,2020-2021,18009,1147.0,Online Only,Required for all students,1142.96,1,0.8076923076923077
57709,Fall,903087,2020-2021,22091,1147.0,Online Only,Required for all students,1903.1224489795918,1,0.8
57714,Fall,2457833,2020-2021,18009,1142.96,Hybrid,Required for all students,1142.96,1,0.8076923076923077
57715,Fall,2457833,2020-2021,22091,1903.1224489795918,Hybrid,Required for all students,1903.1224489795918,1,0.8
57720,Fall,903097,2020-2021,18009,1648.0,Hybrid,Required for all students,1142.96,1,0.8076923076923077
57721,Fall,903097,2020-2021,22091,1648.0,Hybrid,Required for all students,1903.1224489795918,1,0.8
57928,Fall,903231,2020-2021,31027,1056.0,Hybrid,Required for all students,1189.8266666666666,1,0.8133333333333334
58014,Fall,106120399,2020-2021,39051,1843.0,Pending,Pending,1493.7826086956522,0,0.8043478260869565
58026,Fall,102456611,2020-2021,21081,188.0,Hybrid,Required for all students,2071.0454545454545,1,0.8409090909090909
58030,Fall,102456584,2020-2021,21081,1143.0,Hybrid,Required for all students,2071.0454545454545,1,0.8409090909090909
58034,Fall,102456552,2020-2021,21081,1331.0,Hybrid,Required for all students,2071.0454545454545,1,0.8409090909090909
58112,Fall,888864,2020-2021,37125,3580.0,Hybrid,Unknown,2320.8645833333335,1,0.8020833333333334
58114,Fall,888864,2020-2021,16011,3580.0,Hybrid,Unknown,4054.968253968254,1,0.8203125
58120,Fall,888865,2020-2021,37125,150.0,Online Only,Required for all students,2320.8645833333335,1,0.8020833333333334
58122,Fall,888865,2020-2021,16011,150.0,Online Only,Required for all students,4054.968253968254,1,0.8203125
58186,Fall,888663,2020-2021,53005,1446.0,Hybrid,Unknown,4504.625,1,0.825
58187,Fall,888663,2020-2021,29007,1446.0,Hybrid,Unknown,3601.0555555555557,1,0.8333333333333334
58188,Fall,888664,2020-2021,53039,119.0,On Premises,Required for all students,1324.8080808080808,1,0.8484848484848485
58198,Fall,888774,2020-2021,27105,1020.0,Hybrid,Required for all students,1651.6288659793815,1,0.8041237113402062
58214,Fall,888889,2020-2021,53031,74.0,Hybrid,Required for all students,545.3333333333334,1,0.9166666666666666
58251,Fall,888812,2020-2021,13153,92.0,Hybrid,Required for all students,3468.1194029850744,1,0.835820895522388
58255,Fall,888812,2020-2021,47081,92.0,Hybrid,Required for all students,2075.03125,1,0.9375
58262,Fall,888812,2020-2021,29179,92.0,Hybrid,Required for all students,1870.9318181818182,1,0.8636363636363636
58263,Fall,888812,2020-2021,53039,92.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58269,Fall,888837,2020-2021,42037,3680.0,Hybrid,Required for all students,2296.059523809524,1,0.8070175438596491
58275,Fall,888726,2020-2021,20173,4778.0,Online Only,Required for all students,5427.293333333333,1,0.8133333333333334
58288,Fall,888710,2020-2021,18023,575.0,Hybrid,Required for all students,2023.8295454545455,1,0.8539325842696629
58296,Fall,888683,2020-2021,18023,63.0,Unknown,Required for all students,2023.8295454545455,0,0.8539325842696629
58312,Fall,888926,2020-2021,53029,1019.0,Hybrid,Required for middle/high school students only,2215.4873949579833,1,0.8151260504201681
58313,Fall,888769,2020-2021,53077,1227.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58319,Fall,888716,2020-2021,6079,80.0,Hybrid,Required for all students,2507.7636363636366,1,0.8909090909090909
58423,Fall,888813,2020-2021,5109,70.0,On Premises,Unknown,7717.375,1,0.8125
58427,Fall,888813,2020-2021,53039,70.0,On Premises,Unknown,1324.8080808080808,1,0.8484848484848485
58432,Fall,888814,2020-2021,53039,958.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58434,Fall,888743,2020-2021,53077,3612.0,Hybrid,Pending,3086.1136363636365,1,0.8202247191011236
58438,Fall,888743,2020-2021,18147,3612.0,Hybrid,Pending,2723.1153846153848,1,0.8490566037735849
58439,Fall,888743,2020-2021,19115,3612.0,Hybrid,Pending,1313.4038461538462,1,0.8269230769230769
58442,Fall,888744,2020-2021,53077,1592.0,Online Only,Required for all students,3086.1136363636365,1,0.8202247191011236
58466,Fall,888672,2020-2021,53005,919.0,Hybrid,Required for all students,4504.625,1,0.825
58467,Fall,888671,2020-2021,53005,19927.0,Hybrid,Required for all students,4504.625,1,0.825
58475,Fall,888817,2020-2021,53039,85.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58498,Fall,888903,2020-2021,53029,1348.0,Pending,Pending,2215.4873949579833,0,0.8151260504201681
58503,Fall,888673,2020-2021,53001,139.0,On Premises,Required for all students,1086.05,1,0.9
58511,Fall,888820,2020-2021,48183,6733.0,Online Only,Pending,2971.304347826087,1,0.8333333333333334
58517,Fall,888788,2020-2021,53039,318.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58521,Fall,888746,2020-2021,53077,980.0,Online Only,Unknown,3086.1136363636365,1,0.8202247191011236
58532,Fall,888782,2020-2021,19025,686.0,Online Only,Not required,1828.9833333333333,1,0.8
58589,Fall,888910,2020-2021,18129,450.0,Hybrid,Required for all students,2264.736263736264,1,0.8131868131868132
58592,Fall,888910,2020-2021,48159,450.0,Hybrid,Required for all students,1846.7215189873418,1,0.810126582278481
58594,Fall,888910,2020-2021,13209,450.0,Hybrid,Required for all students,1846.7215189873418,1,0.810126582278481
58595,Fall,888910,2020-2021,1097,450.0,Hybrid,Required for all students,4100.656565656565,1,0.8181818181818182
58605,Fall,888908,2020-2021,18129,6707.0,Online Only,Required for all students,2264.736263736264,1,0.8131868131868132
58608,Fall,888908,2020-2021,48159,6707.0,Online Only,Required for all students,1846.7215189873418,1,0.810126582278481
58610,Fall,888908,2020-2021,13209,6707.0,Online Only,Required for all students,1846.7215189873418,1,0.810126582278481
58611,Fall,888908,2020-2021,1097,6707.0,Online Only,Required for all students,4100.656565656565,1,0.8181818181818182
58616,Fall,888747,2020-2021,53077,1423.0,Online Only,Required for all students,3086.1136363636365,1,0.8202247191011236
58635,Fall,888702,2020-2021,1125,270.0,Unknown,Pending,4631.222222222223,0,0.8611111111111112
58637,Fall,888702,2020-2021,26089,270.0,Unknown,Pending,936.8372093023256,0,0.8372093023255814
58640,Fall,888912,2020-2021,53029,6000.0,Hybrid,Required for all students,2215.4873949579833,1,0.8151260504201681
58641,Fall,888912,2020-2021,39123,6000.0,Hybrid,Required for all students,2162.051724137931,1,0.8448275862068966
58646,Fall,888851,2020-2021,19115,260.0,Hybrid,Required for all students,1313.4038461538462,1,0.8269230769230769
58675,Fall,888675,2020-2021,53001,4508.0,Hybrid,Required for all students,1086.05,1,0.9
58676,Fall,888754,2020-2021,48381,27.0,Hybrid,Required for all students,3488.5,1,1.0
58684,Fall,888677,2020-2021,53023,348.0,On Premises,Required for all students,1033.75,1,0.875
58685,Fall,888677,2020-2021,19025,348.0,On Premises,Required for all students,1828.9833333333333,1,0.8
58689,Fall,888872,2020-2021,53031,1171.0,Hybrid,Required for all students,545.3333333333334,1,0.9166666666666666
58699,Fall,888646,2020-2021,53005,2725.0,Online Only,Not required,4504.625,1,0.825
58705,Fall,888875,2020-2021,53031,340.0,Hybrid,Required for all students,545.3333333333334,1,0.9166666666666666
58744,Fall,888678,2020-2021,20157,343.0,Hybrid,Required for all students,1773.4125,1,0.825
58745,Fall,888647,2020-2021,53005,13915.0,Online Only,Pending,4504.625,1,0.825
58748,Fall,888647,2020-2021,13259,13915.0,Online Only,Pending,3367.125,1,0.9166666666666666
58751,Fall,888647,2020-2021,19107,13915.0,Online Only,Pending,3020.0227272727275,1,0.8636363636363636
58752,Fall,888647,2020-2021,18147,13915.0,Online Only,Pending,2723.1153846153848,1,0.8490566037735849
58756,Fall,888647,2020-2021,31037,13915.0,Online Only,Pending,3462.1041666666665,1,0.875
58759,Fall,888679,2020-2021,53001,380.0,Hybrid,Required for all students,1086.05,1,0.9
58776,Fall,888734,2020-2021,39107,912.0,Hybrid,Required for all students,2775.4166666666665,1,0.8125
58777,Fall,888734,2020-2021,47009,912.0,Hybrid,Required for all students,8422.112359550561,1,0.8314606741573034
58780,Fall,888734,2020-2021,1037,912.0,Hybrid,Required for all students,5252.944444444444,1,0.8055555555555556
58781,Fall,888734,2020-2021,16011,912.0,Hybrid,Required for all students,4054.968253968254,1,0.8203125
58783,Fall,888648,2020-2021,49013,25.0,Hybrid,Required for all students,1542.2857142857142,1,0.8571428571428571
58787,Fall,888648,2020-2021,53039,25.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58800,Fall,888748,2020-2021,53077,3647.0,Hybrid,Unknown,3086.1136363636365,1,0.8202247191011236
58872,Fall,888749,2020-2021,53077,6827.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58891,Fall,888751,2020-2021,53077,4648.0,Online Only,Not required,3086.1136363636365,1,0.8202247191011236
58894,Fall,888794,2020-2021,53039,240.0,Hybrid,Required for all students,1324.8080808080808,1,0.8484848484848485
58897,Fall,888766,2020-2021,53077,600.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58907,Fall,888752,2020-2021,53077,3611.0,Online Only,Required for all students,3086.1136363636365,1,0.8202247191011236
58911,Fall,888654,2020-2021,53001,60.0,On Premises,Required for all students,1086.05,1,0.9
58924,Fall,888835,2020-2021,41007,553.0,Online Only,Unknown,2066.4761904761904,1,0.8095238095238095
58929,Fall,888800,2020-2021,53039,1366.0,Online Only,Required for all students,1324.8080808080808,1,0.8484848484848485
58930,Fall,888753,2020-2021,53077,1023.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58941,Fall,888801,2020-2021,53039,72.0,Online Only,Required for all students,1324.8080808080808,1,0.8484848484848485
58964,Fall,888763,2020-2021,53077,3276.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58965,Fall,888767,2020-2021,53077,5302.0,Online Only,Pending,3086.1136363636365,1,0.8202247191011236
58966,Fall,888764,2020-2021,53077,16704.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
58968,Fall,888724,2020-2021,53077,1340.0,Hybrid,Required for all students,3086.1136363636365,1,0.8202247191011236
59014,Fall,896998,2020-2021,55067,2252.0,Hybrid,Required for all students,676.375,1,0.8125
59053,Fall,896999,2020-2021,13059,411.0,Hybrid,Unknown,4442.813953488372,1,0.8372093023255814
59086,Fall,896935,2020-2021,23019,649.0,Online Only,Required for all students,1447.5277777777778,1,0.8055555555555556
59094,Fall,896864,2020-2021,8067,420.0,Online Only,Required for all students,2182.6875,1,0.8125
59102,Fall,897139,2020-2021,20157,752.0,Hybrid,Required for all students,1773.4125,1,0.825
59103,Fall,897139,2020-2021,42087,752.0,Hybrid,Required for all students,1488.3629032258063,1,0.8225806451612904
59124,Fall,897089,2020-2021,22015,254.0,Hybrid,Required for all students,3794.4545454545455,1,0.8181818181818182
59125,Fall,897089,2020-2021,21157,254.0,Hybrid,Required for all students,2723.823529411765,1,0.8088235294117647
59126,Fall,897089,2020-2021,47139,254.0,Hybrid,Required for all students,3794.4545454545455,1,0.8181818181818182
59130,Fall,897089,2020-2021,42037,254.0,Hybrid,Required for all students,2296.059523809524,1,0.8070175438596491
59132,Fall,897089,2020-2021,19159,254.0,Hybrid,Required for all students,2789.876404494382,1,0.8539325842696629
59133,Fall,897089,2020-2021,1085,254.0,Hybrid,Required for all students,3408.0,1,0.8035714285714286
59149,Fall,896897,2020-2021,55017,1242.0,Hybrid,Required for all students,1090.0,1,0.8372093023255814
59150,Fall,897043,2020-2021,55115,860.0,On Premises,Required for all students,5031.865384615385,1,0.8461538461538461
59152,Fall,896972,2020-2021,55115,353.0,Hybrid,Not required,5031.865384615385,1,0.8461538461538461
59171,Fall,896866,2020-2021,55107,529.0,Hybrid,Not required,707.2857142857143,1,0.8571428571428571
59173,Fall,897009,2020-2021,17013,1764.0,Hybrid,Pending,1404.8833333333334,1,0.8333333333333334
59223,Fall,896899,2020-2021,55017,865.0,On Premises,Required for all students,1090.0,1,0.8372093023255814
59224,Fall,897073,2020-2021,6079,375.0,On Premises,Required for all students,2507.7636363636366,1,0.8909090909090909
59244,Fall,896867,2020-2021,37125,1153.0,On Premises,Required for all students,2320.8645833333335,1,0.8020833333333334
59253,Fall,897074,2020-2021,55103,261.0,Hybrid,Required for all students,979.2857142857143,1,0.8928571428571429
59263,Fall,896901,2020-2021,55017,4818.0,Hybrid,Required for all students,1090.0,1,0.8372093023255814
59295,Fall,897114,2020-2021,47001,1136.0,Hybrid,Required for all students,2358.343511450382,1,0.8091603053435115
59308,Fall,897114,2020-2021,53029,1136.0,Hybrid,Required for all students,2215.4873949579833,1,0.8151260504201681
59322,Fall,897045,2020-2021,13243,710.0,Hybrid,Required for all students,609.2173913043479,1,0.8333333333333334
59329,Fall,896903,2020-2021,18023,866.0,On Premises,Required for all students,2023.8295454545455,1,0.8539325842696629
59347,Fall,896904,2020-2021,55017,401.0,On Premises,Required for all students,1090.0,1,0.8372093023255814
59349,Fall,896944,2020-2021,55041,904.0,Hybrid,Required for all students,507.8333333333333,1,0.9166666666666666
59384,Fall,897010,2020-2021,45009,1605.0,Hybrid,Required for all students,1230.5,1,0.8333333333333334
59393,Fall,896905,2020-2021,55091,965.0,Hybrid,Required for all students,796.8125,1,0.8125
59395,Fall,896945,2020-2021,55125,1462.0,Hybrid,Required for all students,1405.75,1,1.0
59410,Fall,896975,2020-2021,55067,296.0,Hybrid,Required for high school students only,676.375,1,0.8125
