,Charter,DistrictType,NCESDistrictID,TimePeriodStart,TimePeriodEnd,ActiveCasesCombined,StateName,StateAbbrev,DistrictName,EnrollmentTotal,StudentMaskPolicy
908,No,Regular local school district,500405,06/15/20,11/19/20,11,Arkansas,AR,Cossatot River School District,906.0,
909,No,Regular local school district,500405,06/15/20,11/23/20,6,Arkansas,AR,Cossatot River School District,906.0,
910,No,Regular local school district,500405,06/15/20,11/25/20,6,Arkansas,AR,Cossatot River School District,906.0,
911,No,Regular local school district,500405,06/15/20,12/10/20,6,Arkansas,AR,Cossatot River School District,906.0,
912,No,Regular local school district,500405,06/15/20,12/17/20,5,Arkansas,AR,Cossatot River School District,906.0,
913,No,Regular local school district,500405,06/15/20,02/01/21,6,Arkansas,AR,Cossatot River School District,906.0,
914,No,Regular local school district,500405,06/15/20,02/04/21,12,Arkansas,AR,Cossatot River School District,906.0,
915,No,Regular local school district,500405,06/15/20,02/08/21,18,Arkansas,AR,Cossatot River School District,906.0,
916,No,Regular local school district,500405,06/15/20,02/11/21,13,Arkansas,AR,Cossatot River School District,906.0,
917,No,Regular local school district,500405,06/15/20,02/15/21,6,Arkansas,AR,Cossatot River School District,906.0,
918,No,Regular local school district,500405,06/15/20,04/22/21,7,Arkansas,AR,Cossatot River School District,906.0,
919,No,Regular local school district,500405,06/15/20,04/26/21,9,Arkansas,AR,Cossatot River School District,906.0,
920,No,Regular local school district,500405,06/15/20,04/29/21,8,Arkansas,AR,Cossatot River School District,906.0,
921,No,Regular local school district,504680,06/15/20,11/16/20,8,Arkansas,AR,Cotter School District,743.0,
922,No,Regular local school district,504680,06/15/20,11/19/20,10,Arkansas,AR,Cotter School District,743.0,
923,No,Regular local school district,504680,06/15/20,01/21/21,6,Arkansas,AR,Cotter School District,743.0,
924,No,Regular local school district,504740,06/15/20,12/10/20,5,Arkansas,AR,County Line School District,495.0,
925,No,Regular local school district,504740,06/15/20,01/18/21,5,Arkansas,AR,County Line School District,495.0,
926,Yes,Charter agency,507740,06/15/20,10/22/20,5,Arkansas,AR,Cross County School District,607.0,
927,Yes,Charter agency,507740,06/15/20,10/26/20,5,Arkansas,AR,Cross County School District,607.0,
928,Yes,Charter agency,507740,06/15/20,10/29/20,7,Arkansas,AR,Cross County School District,607.0,
929,Yes,Charter agency,507740,06/15/20,11/02/20,7,Arkansas,AR,Cross County School District,607.0,
930,Yes,Charter agency,507740,06/15/20,12/07/20,6,Arkansas,AR,Cross County School District,607.0,
931,Yes,Charter agency,507740,06/15/20,12/10/20,8,Arkansas,AR,Cross County School District,607.0,
932,Yes,Charter agency,507740,06/15/20,12/14/20,5,Arkansas,AR,Cross County School District,607.0,
933,Yes,Charter agency,507740,06/15/20,12/21/20,5,Arkansas,AR,Cross County School District,607.0,
934,Yes,Charter agency,507740,06/15/20,01/04/21,5,Arkansas,AR,Cross County School District,607.0,
935,Yes,Charter agency,507740,06/15/20,01/07/21,6,Arkansas,AR,Cross County School District,607.0,
936,Yes,Charter agency,507740,06/15/20,01/11/21,5,Arkansas,AR,Cross County School District,607.0,
937,No,Regular local school district,504800,06/15/20,10/19/20,11,Arkansas,AR,Crossett School District,1569.0,
938,No,Regular local school district,504800,06/15/20,10/22/20,8,Arkansas,AR,Crossett School District,1569.0,
939,No,Regular local school district,504800,06/15/20,10/26/20,6,Arkansas,AR,Crossett School District,1569.0,
940,No,Regular local school district,504800,06/15/20,12/07/20,6,Arkansas,AR,Crossett School District,1569.0,
941,No,Regular local school district,504800,06/15/20,12/17/20,7,Arkansas,AR,Crossett School District,1569.0,
942,No,Regular local school district,504800,06/15/20,12/21/20,11,Arkansas,AR,Crossett School District,1569.0,
943,No,Regular local school district,504800,06/15/20,12/23/20,11,Arkansas,AR,Crossett School District,1569.0,
944,No,Regular local school district,504800,06/15/20,12/28/20,5,Arkansas,AR,Crossett School District,1569.0,
945,No,Regular local school district,504800,06/15/20,12/31/20,7,Arkansas,AR,Crossett School District,1569.0,
946,No,Regular local school district,504800,06/15/20,01/07/21,13,Arkansas,AR,Crossett School District,1569.0,
947,No,Regular local school district,504800,06/15/20,01/11/21,16,Arkansas,AR,Crossett School District,1569.0,
948,No,Regular local school district,504800,06/15/20,01/14/21,15,Arkansas,AR,Crossett School District,1569.0,
949,No,Regular local school district,504800,06/15/20,01/18/21,10,Arkansas,AR,Crossett School District,1569.0,
950,No,Regular local school district,504800,06/15/20,01/21/21,10,Arkansas,AR,Crossett School District,1569.0,
951,No,Regular local school district,504800,06/15/20,01/25/21,8,Arkansas,AR,Crossett School District,1569.0,
952,No,Regular local school district,504800,06/15/20,01/28/21,11,Arkansas,AR,Crossett School District,1569.0,
953,No,Regular local school district,504800,06/15/20,02/01/21,13,Arkansas,AR,Crossett School District,1569.0,
954,No,Regular local school district,504800,06/15/20,02/04/21,7,Arkansas,AR,Crossett School District,1569.0,
955,No,Regular local school district,504800,06/15/20,02/08/21,10,Arkansas,AR,Crossett School District,1569.0,
956,No,Regular local school district,504800,06/15/20,02/11/21,6,Arkansas,AR,Crossett School District,1569.0,
957,No,Regular local school district,504860,06/15/20,12/10/20,7,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
958,No,Regular local school district,504860,06/15/20,12/14/20,5,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
959,No,Regular local school district,504860,06/15/20,12/17/20,5,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
960,No,Regular local school district,504860,06/15/20,12/21/20,6,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
961,No,Regular local school district,504860,06/15/20,12/23/20,5,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
962,No,Regular local school district,504860,06/15/20,12/28/20,6,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
963,No,Regular local school district,504860,06/15/20,12/31/20,8,Arkansas,AR,Cutter-Morning Star Sch. Dist.,634.0,
964,No,Regular local school district,504890,06/15/20,11/30/20,5,Arkansas,AR,Danville School District,771.0,
965,No,Regular local school district,504890,06/15/20,12/10/20,6,Arkansas,AR,Danville School District,771.0,
966,No,Regular local school district,504890,06/15/20,12/14/20,11,Arkansas,AR,Danville School District,771.0,
967,No,Regular local school district,504890,06/15/20,12/17/20,6,Arkansas,AR,Danville School District,771.0,
968,No,Regular local school district,504890,06/15/20,12/21/20,5,Arkansas,AR,Danville School District,771.0,
969,No,Regular local school district,504890,06/15/20,12/23/20,5,Arkansas,AR,Danville School District,771.0,
970,No,Regular local school district,504890,06/15/20,12/28/20,5,Arkansas,AR,Danville School District,771.0,
971,No,Regular local school district,504890,06/15/20,12/31/20,8,Arkansas,AR,Danville School District,771.0,
972,No,Regular local school district,504890,06/15/20,01/04/21,7,Arkansas,AR,Danville School District,771.0,
973,No,Regular local school district,504890,06/15/20,01/07/21,8,Arkansas,AR,Danville School District,771.0,
974,No,Regular local school district,504890,06/15/20,01/11/21,10,Arkansas,AR,Danville School District,771.0,
975,No,Regular local school district,504890,06/15/20,01/14/21,12,Arkansas,AR,Danville School District,771.0,
976,No,Regular local school district,504890,06/15/20,01/18/21,11,Arkansas,AR,Danville School District,771.0,
977,No,Regular local school district,504890,06/15/20,01/21/21,11,Arkansas,AR,Danville School District,771.0,
978,No,Regular local school district,504890,06/15/20,01/25/21,5,Arkansas,AR,Danville School District,771.0,
979,No,Regular local school district,504930,06/15/20,10/22/20,5,Arkansas,AR,Dardanelle School District,2075.0,
980,No,Regular local school district,504930,06/15/20,11/09/20,9,Arkansas,AR,Dardanelle School District,2075.0,
981,No,Regular local school district,504930,06/15/20,11/16/20,17,Arkansas,AR,Dardanelle School District,2075.0,
982,No,Regular local school district,504930,06/15/20,11/19/20,16,Arkansas,AR,Dardanelle School District,2075.0,
983,No,Regular local school district,504930,06/15/20,11/23/20,15,Arkansas,AR,Dardanelle School District,2075.0,
984,No,Regular local school district,504930,06/15/20,11/25/20,15,Arkansas,AR,Dardanelle School District,2075.0,
985,No,Regular local school district,504930,06/15/20,11/30/20,14,Arkansas,AR,Dardanelle School District,2075.0,
986,No,Regular local school district,504930,06/15/20,12/02/20,17,Arkansas,AR,Dardanelle School District,2075.0,
987,No,Regular local school district,504930,06/15/20,12/07/20,22,Arkansas,AR,Dardanelle School District,2075.0,
988,No,Regular local school district,504930,06/15/20,12/10/20,23,Arkansas,AR,Dardanelle School District,2075.0,
989,No,Regular local school district,504930,06/15/20,12/14/20,26,Arkansas,AR,Dardanelle School District,2075.0,
990,No,Regular local school district,504930,06/15/20,12/17/20,22,Arkansas,AR,Dardanelle School District,2075.0,
991,No,Regular local school district,504930,06/15/20,12/21/20,17,Arkansas,AR,Dardanelle School District,2075.0,
992,No,Regular local school district,504930,06/15/20,12/23/20,13,Arkansas,AR,Dardanelle School District,2075.0,
993,No,Regular local school district,504930,06/15/20,12/28/20,9,Arkansas,AR,Dardanelle School District,2075.0,
994,No,Regular local school district,504930,06/15/20,12/31/20,11,Arkansas,AR,Dardanelle School District,2075.0,
995,No,Regular local school district,504930,06/15/20,01/04/21,18,Arkansas,AR,Dardanelle School District,2075.0,
996,No,Regular local school district,504930,06/15/20,01/07/21,14,Arkansas,AR,Dardanelle School District,2075.0,
997,No,Regular local school district,504930,06/15/20,01/11/21,22,Arkansas,AR,Dardanelle School District,2075.0,
998,No,Regular local school district,504930,06/15/20,01/14/21,20,Arkansas,AR,Dardanelle School District,2075.0,
999,No,Regular local school district,504930,06/15/20,01/18/21,22,Arkansas,AR,Dardanelle School District,2075.0,
1000,No,Regular local school district,504930,06/15/20,01/21/21,20,Arkansas,AR,Dardanelle School District,2075.0,
1001,No,Regular local school district,504930,06/15/20,01/25/21,17,Arkansas,AR,Dardanelle School District,2075.0,
1002,No,Regular local school district,504930,06/15/20,01/28/21,14,Arkansas,AR,Dardanelle School District,2075.0,
1003,No,Regular local school district,504930,06/15/20,02/01/21,13,Arkansas,AR,Dardanelle School District,2075.0,
1004,No,Regular local school district,504930,06/15/20,02/04/21,9,Arkansas,AR,Dardanelle School District,2075.0,
1005,No,Regular local school district,504930,06/15/20,02/08/21,11,Arkansas,AR,Dardanelle School District,2075.0,
1006,No,Regular local school district,504930,06/15/20,02/11/21,18,Arkansas,AR,Dardanelle School District,2075.0,
1007,No,Regular local school district,504930,06/15/20,02/15/21,18,Arkansas,AR,Dardanelle School District,2075.0,
1008,No,Regular local school district,504930,06/15/20,02/18/21,15,Arkansas,AR,Dardanelle School District,2075.0,
1009,No,Regular local school district,504930,06/15/20,02/22/21,6,Arkansas,AR,Dardanelle School District,2075.0,
1010,No,Regular local school district,504980,06/15/20,12/14/20,7,Arkansas,AR,Decatur School District,537.0,
1011,No,Regular local school district,504980,06/15/20,12/17/20,7,Arkansas,AR,Decatur School District,537.0,
1012,No,Regular local school district,504980,06/15/20,12/21/20,5,Arkansas,AR,Decatur School District,537.0,
1013,No,Regular local school district,500072,06/15/20,02/04/21,6,Arkansas,AR,Deer/Mt. Judea School District,399.0,
1014,No,Regular local school district,500072,06/15/20,02/08/21,5,Arkansas,AR,Deer/Mt. Judea School District,399.0,
1015,No,Regular local school district,500072,06/15/20,02/11/21,5,Arkansas,AR,Deer/Mt. Judea School District,399.0,
1016,No,Regular local school district,500072,06/15/20,05/06/21,5,Arkansas,AR,Deer/Mt. Judea School District,399.0,
1017,No,Regular local school district,500049,06/15/20,10/22/20,14,Arkansas,AR,Dequeen School District,2295.0,
1018,No,Regular local school district,500049,06/15/20,10/26/20,12,Arkansas,AR,Dequeen School District,2295.0,
1019,No,Regular local school district,500049,06/15/20,11/02/20,11,Arkansas,AR,Dequeen School District,2295.0,
1020,No,Regular local school district,500049,06/15/20,11/05/20,11,Arkansas,AR,Dequeen School District,2295.0,
1021,No,Regular local school district,500049,06/15/20,11/09/20,11,Arkansas,AR,Dequeen School District,2295.0,
1022,No,Regular local school district,500049,06/15/20,11/16/20,8,Arkansas,AR,Dequeen School District,2295.0,
1023,No,Regular local school district,500049,06/15/20,11/19/20,11,Arkansas,AR,Dequeen School District,2295.0,
1024,No,Regular local school district,500049,06/15/20,11/23/20,11,Arkansas,AR,Dequeen School District,2295.0,
1025,No,Regular local school district,500049,06/15/20,11/25/20,11,Arkansas,AR,Dequeen School District,2295.0,
1026,No,Regular local school district,500049,06/15/20,11/30/20,7,Arkansas,AR,Dequeen School District,2295.0,
1027,No,Regular local school district,500049,06/15/20,12/02/20,8,Arkansas,AR,Dequeen School District,2295.0,
1028,No,Regular local school district,500049,06/15/20,12/07/20,11,Arkansas,AR,Dequeen School District,2295.0,
1029,No,Regular local school district,500049,06/15/20,12/10/20,9,Arkansas,AR,Dequeen School District,2295.0,
1030,No,Regular local school district,500049,06/15/20,12/14/20,8,Arkansas,AR,Dequeen School District,2295.0,
1031,No,Regular local school district,500049,06/15/20,12/17/20,7,Arkansas,AR,Dequeen School District,2295.0,
1032,No,Regular local school district,500049,06/15/20,12/21/20,7,Arkansas,AR,Dequeen School District,2295.0,
1033,No,Regular local school district,500049,06/15/20,12/23/20,6,Arkansas,AR,Dequeen School District,2295.0,
1034,No,Regular local school district,500049,06/15/20,12/31/20,7,Arkansas,AR,Dequeen School District,2295.0,
